age,income,score,category,label
66,51182.12,-0.11189376142374594,B,0
40,74116.98,-0.8419935332355505,C,0
56,60724.03,-1.1116979895223666,A,0
65,43736.97,0.48632893468126936,A,0
74,53977.7,0.4681833766747926,B,1
44,50343.17,-0.17462220803270195,B,0
20,46514.91,0.8484663810865986,A,0
62,47018.28,-0.6045371143431476,A,0
50,52163.14,1.1102190681111885,A,0
72,56512.72,0.04000706478611994,A,0
46,36726.77,-0.03632657578056551,A,0
40,49859.19,-0.00027329697946493073,A,0
21,27164.67,-0.09859127678452355,B,0
46,53911.93,2.488264288328721,A,0
57,59353.99,-1.6115198291476032,A,0
65,52459.32,0.1772225437817981,A,0
70,54287.8,1.2441061893390575,A,0
31,58849.15,0.7175130525725216,A,0
54,40023.49,-0.3020819717072703,A,0
67,46414.27,1.7401210242168366,C,0
34,57663.83,-1.0684928577656814,B,0
39,65028.29,-1.3062961297182314,B,0
70,55923.82,0.5680705629324108,C,0
54,88292.89,-1.454469801233026,C,0
49,48629.59,-2.3779497529666154,A,1
59,64994.91,0.8828866377279997,B,0
49,69000.92,0.7613503126204363,A,0
78,47993.45,0.7322868629434504,A,0
64,37692.31,-0.4874711446841277,C,0
21,32260.96,0.18294612768934307,A,1
27,52434.15,-0.9653265782424492,A,0
51,66654.38,1.7343512066126565,B,0
68,54075.03,0.7910242515044482,A,0
22,52592.84,0.7422560723702184,A,0
60,44311.79,-1.9499847409066347,A,0
65,58415.45,0.807302043989884,A,0
66,17962.53,1.4939720219813593,C,0
72,53485.6,1.216262085647373,B,0
29,50421.89,0.7891303357965002,A,1
52,29444.9,-0.0009571690296654037,A,0
67,82633.97,-0.34183284725504304,A,1
40,29188.8,0.6016416856188823,A,1
29,,0.3827693557973629,A,0
47,31987.05,0.2363745303858515,A,0
23,66655.52,-0.3092247467890157,A,1
31,36678.73,1.6812565279254326,A,0
71,60029.85,-1.167843292195985,A,0
59,58812.65,-0.022632455812083438,A,0
71,53895.06,-0.5801808727892961,A,1
70,30386.32,1.0320430480908585,B,0
72,40818.4,1.430481507294281,A,0
37,75096.72,1.2440888408102686,A,0
47,30638.68,0.7554071817584939,B,0
56,37525.18,-1.402601976480008,C,0
34,47566.3,2.0812327075463277,B,0
75,62134.85,0.5166960895746487,A,0
18,53774.59,-0.10846324499681578,A,0
69,61130.66,0.021500596114723915,A,1
58,33990.59,-0.3395191336516016,A,0
33,64171.65,0.4238805727238128,A,0
62,58535.43,0.3101678081106041,A,0
43,26081.53,-0.3601000456667026,B,0
69,73098.74,-2.569891436775477,A,0
79,84385.97,-0.035121335047972276,A,0
35,38471.34,0.4768359562395015,A,0
47,50834.79,0.5261678448923256,A,0
31,70961.34,-0.1534650007756873,B,0
60,27781.4,0.45331476946340754,A,0
57,20152.1,1.028318940436975,A,1
70,30545.84,-0.47025028256386675,B,0
67,41494.0,1.466279045418628,A,1
78,41323.37,-1.9551583018209246,A,0
77,59110.21,-1.2610485337190704,C,0
73,54028.05,-0.9051449503754182,B,0
27,31308.84,-2.444466709475542,A,1
20,58510.7,-0.9997626210327866,B,1
47,78111.22,1.2483719756363818,A,0
39,67955.81,1.2415290652525832,B,0
73,64866.61,0.09735846272620514,A,0
67,,1.7210019667379737,A,1
44,64754.47,0.23949021994619452,A,1
53,35508.01,-0.49781195661625366,A,0
54,61265.22,0.2416307693828161,C,0
73,48691.27,-0.13714661036390183,A,0
19,66963.59,0.7359334604999983,A,0
48,56990.16,-1.5030506397534005,A,0
59,33651.8,0.9994149433312292,C,1
46,51919.89,-0.45952673118851967,A,1
74,68273.32,0.8553230165102578,C,1
76,33061.49,-1.5410402018463858,B,1
69,41612.9,-0.41925865545228824,B,0
46,38469.9,0.07806322035021569,B,0
72,27565.31,0.9014526289511642,C,1
22,64419.02,-1.217531069171858,C,0
58,69664.96,1.6674442559087566,A,0
34,62000.65,0.4826634750035152,B,0
33,53638.55,-0.5257754184031072,A,0
60,49219.53,1.2173020341880805,C,1
65,53590.7,0.10271102302262979,A,0
73,39026.66,1.1582969807112296,A,0
31,63407.68,2.323147808746772,A,1
72,65682.38,0.7685283776585802,B,0
69,,-0.5266794635700347,A,1
37,42035.78,-0.4257074353911484,B,1
21,51176.07,0.5825543463784663,A,0
65,,0.2879054170937578,B,0
69,76828.62,-0.8330299635529903,C,1
46,52695.44,-0.6681095156259791,A,1
28,21768.94,0.6657820292821932,A,1
27,55977.58,2.346698370861299,A,0
41,78233.99,-2.630367381307939,A,1
64,60277.64,0.7239161378227218,B,0
37,63192.2,-0.2110471830216745,B,1
19,50540.92,0.7793647137401867,B,0
60,20429.16,0.8677213780652736,A,0
64,22846.13,0.05283808503854799,A,0
29,,-1.0159735470221951,A,0
52,48097.52,-1.3970518935029943,A,1
42,54649.98,-1.8741786885931646,A,1
49,60341.21,1.2223456002349162,A,0
18,44893.13,-0.20970236575699505,A,0
57,64353.94,-0.5402749673585558,A,1
34,45803.77,-0.27771941082639356,A,0
52,39432.66,-1.3394677183965722,A,0
44,62774.63,0.3046145795210598,A,0
55,36283.33,1.3187014960437955,A,0
24,9063.73,1.1384606307709628,B,0
40,34100.65,-1.5657990712277199,A,0
57,51412.39,1.3635118838089517,A,1
65,3797.33,-0.7642368947263355,B,1
41,44642.93,-1.912952265242765,A,0
19,45018.64,-1.2294722354106145,C,0
62,28603.16,-0.9665141112450539,B,0
49,27762.45,-0.006947840340038995,A,0
58,43063.07,-1.0319754729862467,A,1
27,41793.5,-1.5102454607799285,A,0
44,68898.78,-0.26449403513130215,A,0
72,55622.95,1.9239039427935722,C,1
71,26287.17,-0.7023508823886009,A,1
37,37180.23,0.46425351544974536,A,1
57,60577.12,0.0799468312294659,A,0
23,78439.65,2.658067714194574,B,0
68,,-1.8982581596594787,C,1
34,54660.69,1.0953816472149789,B,1
39,77911.29,-1.2813849958001136,B,1
77,49659.93,-0.5924152540201355,A,0
51,,-0.0966816533934121,B,0
72,28801.27,3.1860862017980405,A,0
30,42304.76,-0.763005310283326,A,0
64,82680.69,-1.8888841132483372,B,0
79,28673.88,1.297363600341226,B,1
22,50167.88,-0.8392361083301031,C,0
33,28875.09,-0.24295035369069207,B,0
27,51927.14,-0.024041822944256528,A,0
33,63314.71,0.09698878558089244,A,0
37,46345.26,-0.1701386283568916,C,0
22,60955.21,0.26775643597405374,B,1
73,60812.66,0.38735960223574356,B,0
33,56705.37,0.8539228182179395,A,0
75,,-0.42723313589966194,C,0
65,61682.56,-0.7487301433549036,A,1
28,45425.61,-1.0635502786670539,A,1
61,39787.65,0.5927089001691989,A,0
65,37320.4,-0.04629814519611519,C,1
25,57138.01,0.553204571427833,A,1
26,45144.17,0.5381962418158713,C,0
41,90937.51,1.685876933354605,C,0
22,77636.71,0.207505095567036,A,0
44,46782.14,0.7523713166900629,C,0
47,,-1.2025898262948136,B,1
59,75352.65,-1.0803016761899533,A,1
53,21749.6,-0.31173774580436076,A,0
46,43226.73,-1.2167176758144471,A,0
31,64261.35,0.6895932177911476,A,0
54,36318.54,-1.3330527882743206,B,0
46,42847.55,0.06838301873571341,A,1
70,44732.88,-2.458095621499601,A,0
61,59912.13,-1.1047797234053454,C,0
63,52062.9,-0.3390353362689471,B,0
53,56031.31,-0.2590396868652247,A,1
40,58929.26,-1.7916457433662756,C,0
35,50449.07,0.10866907909246433,A,1
45,66658.49,0.9748640287032837,A,0
53,,0.6482404052376027,A,0
40,28458.18,-0.6585830644379084,A,0
27,23346.92,-0.5872968381685387,B,1
24,25684.85,-1.1863002816994421,A,0
20,41742.26,0.6297879946119584,A,0
30,65450.7,1.4416588377519548,B,0
43,52612.5,-0.5259554755005257,A,0
35,,-1.6978180669477803,A,1
28,33952.17,0.20000424260489844,A,0
37,42066.72,0.7077694241065318,A,0
62,43945.0,-2.722123849725093,A,0
37,41523.51,0.1383560396321788,B,0
74,28511.84,2.164386979680841,A,0
53,42862.88,0.8206476094296886,B,0
26,65257.04,0.5504588009224559,B,0
78,17380.87,0.40212127732506614,B,0
72,46390.87,1.06189882129466,B,0
66,18179.77,-0.941167253806946,C,0
27,52745.71,-0.8453378024369931,A,0
67,38787.66,0.4075693088941364,A,0
61,18714.68,-0.6853293444903695,A,0
65,51510.53,0.2587024202147942,A,0
62,77261.08,-1.9125624836303927,A,0
55,,0.7579546637146332,A,1
39,67426.87,0.8469714121998347,A,0
74,48927.43,0.04367790209725824,A,0
78,17636.14,0.16442294114809472,A,0
60,57357.25,1.620651085703243,A,0
40,43725.81,-1.0830946278820044,A,0
49,,-0.9131566562852219,A,1
52,61772.55,-1.093806293915453,A,0
22,54302.86,-0.4247301712555463,A,1
23,42118.86,-1.011149921008371,A,0
48,63021.04,0.03704847718893948,B,0
52,36918.92,-0.6507368059990858,B,1
31,59651.49,-1.4491491196553736,C,0
34,35893.09,-1.5501777361747358,B,0
26,58009.32,1.2116571068814335,B,0
74,33488.78,-0.0688788179535442,A,1
49,72337.82,-0.2273378243345642,B,0
35,53814.61,0.026569585403011874,A,0
66,71493.13,-0.08236211584414706,B,0
77,37663.31,0.7561129355823649,A,0
36,42858.46,0.5622590281952345,B,1
73,62594.97,-0.5897077463538707,B,0
65,8844.24,-0.8235270572132807,A,0
67,33998.14,-1.0867207885610957,A,0
50,65497.65,-1.251131296211583,A,0
74,56976.64,1.4021456400703438,A,0
27,64681.54,-0.9165392346644177,A,0
23,45353.59,-2.019045793541647,A,0
77,58459.99,-0.8434844618575306,A,0
48,39037.34,-0.7883616943116903,A,0
42,29420.59,0.3298516141597998,A,0
63,,-0.8859825857853795,A,0
36,41724.36,0.5347530670366708,A,0
57,41765.88,0.3885269746015548,B,0
70,40559.34,1.266829518034956,B,0
67,-3232.07,2.1669930790735243,A,0
25,20020.95,2.8489041251309275,C,0
78,42010.51,1.3508346428827653,B,0
63,54305.25,-1.159700321276627,B,0
61,41318.11,-0.40419939300153224,A,1
29,36846.54,0.2476461430113043,A,1
75,15372.9,2.068127503996313,A,0
42,,0.676620332597177,B,0
76,33483.33,1.2033724046027878,A,0
32,75250.95,-0.17395188161180125,B,0
23,73410.29,0.5902844963106667,A,0
70,54108.94,0.7181922559702306,A,0
54,41410.86,-0.456308495463091,A,0
42,,0.7773279636543479,A,0
78,32704.37,1.0708105937262629,A,0
78,53910.95,-0.1583657347558159,A,0
18,50044.28,1.0181465341188236,A,0
56,57979.52,1.6479547103201122,A,0
68,64256.55,0.0662999384768124,A,0
61,75992.58,0.00032217777672205493,A,0
55,44175.26,-0.3096172950264396,C,0
50,65650.83,-0.6193094570259723,A,0
51,38124.96,0.15615114664567092,B,0
37,36581.53,-0.41182685182716644,A,0
26,40729.15,-0.31198065840032324,A,0
42,35270.52,-0.7734912741603239,A,0
61,64703.96,-1.5360480999576407,B,0
76,,-0.9372440917263055,A,0
77,69084.68,0.32899742995708076,A,0
30,49620.5,-1.1831383739268204,A,1
19,54115.72,-0.6479738935706177,A,0
79,41323.6,1.6421601269500776,B,1
59,32735.58,1.1265157644771913,A,0
65,56705.27,-0.6934160523646297,B,0
68,54025.6,0.6033794267753073,A,0
40,33394.8,-0.6502859445071476,A,0
71,58779.99,1.627589166597494,A,0
57,23874.09,-0.5856936953375567,B,0
57,47315.02,0.08171670036088649,A,0
41,40545.29,1.384808616249739,A,0
39,42060.86,-0.8278767594863011,B,0
41,33748.13,1.3045342076386524,A,0
62,64287.41,-0.8174513395714376,A,0
49,58489.22,0.23819574487036327,A,0
19,67751.3,-0.29561469284559994,B,1
19,51957.46,-0.08850503660355542,A,0
29,30529.2,0.16009030002886393,A,1
48,44314.98,-0.07434439205850371,A,0
55,,-1.0173334091236028,C,0
78,56701.93,0.8665798234085362,A,0
66,67980.59,0.7205393289487745,B,0
35,54741.36,1.2898365242331404,B,0
49,40812.19,1.384948156829288,B,0
64,44250.09,-1.3439678262752042,B,0
72,52856.75,1.285511286548568,A,0
45,28094.64,1.2977346737804971,B,0
62,52019.03,-0.5322431935575963,A,1
30,,1.0374046058699675,A,0
46,41596.36,1.4682311715954466,A,0
74,43489.47,-0.5388355035053808,A,0
41,52307.67,-1.3787593492234531,A,0
19,37425.67,-0.35953652621000887,C,0
66,37393.06,2.7927070644123453,B,0
36,61399.56,0.2362604528002979,B,0
45,53050.56,-1.2142094517444664,A,1
79,74879.95,-0.25294727240699827,A,0
42,34880.33,-0.9940522145966545,A,0
34,22985.51,-0.3992805958166949,A,0
32,63781.68,0.09514411855683473,C,0
70,64012.17,-2.5615970049418655,A,1
31,38567.25,0.3604007814793848,B,0
55,27607.14,1.414669637031431,B,0
32,48917.14,-0.19736880534650283,A,0
67,23331.42,-0.3826949229049677,C,0
62,44465.53,1.093590445914832,A,0
57,16836.32,-1.2666386260594742,B,0
44,45980.81,-1.2458901811085736,A,0
40,17729.75,-1.390536062696525,A,0
76,45967.41,-0.15737795686565786,B,0
65,72267.67,0.39402697761720096,B,0
42,45489.57,-0.0905729440598697,A,0
19,61028.58,0.5497762232980942,A,0
25,39843.85,0.8307471999624526,B,0
45,36072.75,0.49658526727151686,B,0
46,26973.82,-0.808653806541262,A,1
41,65034.63,-0.2680876891363307,B,0
79,48545.3,1.2482471952104277,C,0
47,73734.77,-1.0466865932236276,A,1
67,31702.72,-0.2534237044859402,B,0
25,46023.61,-0.4172738136648339,C,0
41,,-0.18008865896098747,A,0
31,70522.58,-1.0756684917319161,B,0
26,76654.02,-1.3493335025873108,B,0
52,39581.1,2.5559639797494897,A,0
26,32295.74,0.9459010850876679,A,0
42,23242.32,-0.7126172349773741,A,0
60,69330.85,-0.058964976441488445,C,0
67,47960.09,0.6767085152932947,B,0
52,39537.85,-0.3436609788816844,A,0
55,48478.4,0.6165235659531932,A,0
36,10866.37,-0.6152846933101452,A,0
71,23350.5,-0.35852914981974177,C,1
29,63257.03,-0.08476875584139905,B,1
63,,-0.45749551075708783,B,0
23,51471.19,-2.4528224906241767,A,0
55,34194.7,0.021152084029819322,A,0
33,58030.18,0.2616220157283204,A,1
35,75888.58,0.47619646849495534,A,0
39,30840.98,-0.9939850082983515,B,0
66,49427.55,0.34424736559604374,A,0
66,42677.24,0.21570058689022237,B,0
33,54614.18,-1.7688178714065845,A,0
51,49408.62,-2.2019353054592576,A,0
22,46990.7,0.4764705846359469,A,0
73,35962.77,-0.9541853361689147,B,0
77,48956.22,1.002206327843195,A,0
40,39975.63,2.1403712963308665,A,1
51,46994.05,-0.5827269059660563,A,1
51,48237.29,-0.6893947564106411,A,1
65,59004.43,-0.011696125084256567,A,0
22,40455.24,0.6747466768853728,B,0
50,44338.7,-1.1357992136097983,A,1
70,65269.5,1.245471662608463,A,0
55,45915.09,0.9912215776129116,A,0
52,45260.54,0.6611064783417149,A,0
20,62154.05,-0.5398409802236704,A,0
75,53277.89,0.9163020958440262,A,0
29,50558.64,0.8572128600304827,B,0
39,52492.93,-1.2009708982849452,A,0
59,30604.7,2.090184299341893,B,1
46,56123.05,-0.3005273327313031,A,0
53,,0.36918597421563615,A,0
54,57948.75,-0.5241554366393933,A,0
27,25907.34,0.3848967715361797,A,0
18,53528.9,1.1600824175921451,A,0
77,35709.13,-0.807368657989549,A,0
68,45899.91,-1.6554258676291664,A,1
27,51258.65,-0.449985486635037,A,0
59,31444.54,-1.3060460129276519,B,0
49,,-0.7585727272412486,B,1
63,48325.08,-0.1264830052305647,A,0
26,61256.1,-0.06415740265326547,A,0
61,58902.2,1.2907289630252183,B,1
62,69550.35,-1.0147983511486063,A,0
79,67276.53,0.35270840352756405,A,0
35,27302.6,-0.5075674528862236,B,1
44,50072.16,1.3650570351779499,A,0
26,17413.92,2.5276984956674955,A,0
18,42743.35,0.3034397358351804,B,0
20,60176.34,1.6741910514500835,C,0
45,63174.45,-0.5302055914390346,A,1
28,68807.39,-1.5994065087921139,A,0
64,43823.34,-1.2703985159995006,B,1
29,54289.46,-1.5790899374668566,A,0
56,50955.1,-0.9547493221007403,A,0
51,68505.3,-0.2402187042132269,A,1
38,73329.5,1.150103445227886,A,0
45,44127.0,0.6998591122961901,A,0
79,106274.52,0.4637638409193796,C,0
77,49459.39,-0.4237360698338129,C,0
35,44016.67,-0.7219123202213226,B,0
77,58517.6,0.03326465564619614,C,0
31,60907.89,0.1376667303049745,A,0
67,57734.21,0.25621120936717895,A,0
39,39804.85,0.371548124178439,B,0
59,71657.01,-0.11761395213927055,A,0
58,50387.36,-1.9246562955322037,B,0
70,72657.05,-1.1152390311040328,A,0
41,70498.43,-0.8256143371723083,A,0
76,30517.17,1.6967327052983534,B,0
72,34935.3,-0.42727247177293937,C,1
19,34636.5,0.6750341297244501,A,0
24,53406.16,1.4642384765748897,A,1
25,50481.71,0.3333636510021679,C,0
58,53713.63,-0.39279156464456166,A,0
40,37509.34,-0.2932210083862352,A,1
27,56107.21,-1.0223926858872647,B,0
23,70776.57,0.3065388941759594,A,0
74,29696.08,1.1280697985471762,B,0
55,46793.07,0.5698114114359822,A,0
20,53465.09,0.7713171674623776,A,0
34,47794.24,0.7176809513700894,A,1
58,46788.09,2.0040230661258556,A,0
34,76283.96,-0.6338131039140035,C,0
65,69006.01,0.15752385250715856,C,1
35,62500.92,0.705476037276623,A,0
57,38342.01,1.2472663160682518,A,0
24,83384.1,-2.427642432904492,A,0
68,55188.54,-0.5223416005165324,B,0
63,41105.36,-0.2084936714388238,A,0
51,44714.34,-1.0294203154863504,A,1
58,42435.07,0.8471343288062465,B,0
21,81598.05,0.21898951628092736,A,1
55,52867.8,-0.39644963264085453,A,0
46,50739.8,-1.6341204956596926,B,0
20,17500.82,-1.3237723239966528,B,0
19,60857.15,-0.9853347109526732,A,1
44,33927.56,0.4548120323721189,A,0
62,32855.65,-1.2192609040926827,A,1
60,58993.37,-2.06942786253275,C,1
28,36853.87,-1.4525175186504722,A,0
27,62342.52,-0.5919622291551083,B,0
33,66633.4,1.6732755866586053,A,0
41,22964.08,2.501930468959426,B,0
26,47763.35,-0.48137887072378976,A,0
19,26197.73,0.9438583769016881,B,0
40,48875.99,1.4012109848665038,A,0
23,63487.97,1.2845419925046406,A,0
30,29347.59,-0.1167856780660398,B,0
31,76837.4,-1.3020793007684996,A,1
41,45130.38,-0.4883043587990146,C,0
43,32036.48,-1.8619823700235354,B,0
21,,0.23863568700466256,B,1
46,61651.62,0.7774939930694144,B,0
74,29106.0,-1.8929904711406922,A,0
72,49786.01,-0.05181922389622582,A,1
26,29152.81,0.29235568554342106,A,0
37,67813.19,1.2493208883052556,A,1
58,52068.09,1.3786231161636688,A,0
19,43359.73,0.8012739412572646,B,0
53,65262.3,-0.6867340670659573,A,0
69,30400.83,-0.36834766146633624,A,0
66,43824.7,1.2042926924641912,B,1
21,77412.78,-0.6059065462723601,C,0
34,,-0.042247912663983804,A,0
23,70063.41,1.5608105363804599,A,0
49,52636.04,0.12788153882110123,B,0
77,39205.63,-1.3745153197568785,A,1
67,46006.68,-0.29558973756154877,A,1
64,50854.01,0.6393219647950955,B,0
64,43549.79,-0.19033092178425606,B,0
38,37329.47,1.1613120750907435,B,1
78,37964.12,1.2820095585140292,A,1
26,,-0.6508179436030025,B,1
26,51336.55,-0.503658704702031,A,0
41,55581.21,-0.10430659575802274,B,0
46,60909.5,-1.2017639642543272,B,0
39,22586.21,0.37781831332861854,C,1
47,61758.02,-0.18022712324646878,B,0
72,49413.41,0.7852035035101697,B,0
46,28240.76,-0.6001034252646996,A,0
43,51137.53,-0.8797666795459117,A,0
57,61888.92,1.8377834984889838,A,0
23,57506.31,-0.8793261301903155,C,1
73,60549.91,-0.5856227308732306,B,0
75,63850.02,-0.7324875974296495,A,0
19,63109.36,-0.3046237405924261,B,0
56,49138.25,-0.9160462737001048,B,0
79,18436.54,-0.04498622165490708,A,0
25,38281.53,-0.7048763540915146,B,1
27,,-0.41687511316428527,A,1
25,42636.91,0.3628179895675299,A,0
75,59965.73,0.7015808227944557,B,0
46,61652.27,0.46696974521172485,A,0
77,50410.33,-0.7360664652832664,A,0
23,77887.81,0.39716440175250245,A,0
60,35067.01,-0.12046289261606859,C,0
57,,-0.10632528972641878,B,0
51,42611.21,-1.722369218439917,A,0
56,37993.01,0.6713172141180717,B,0
25,58532.23,-0.13960538992016075,A,0
19,40465.79,1.7062674460281635,A,0
56,62589.33,0.6401019196602797,A,0
68,32205.59,-1.1165173640016934,A,0
73,50233.76,-1.3721935690456026,A,0
66,37056.05,1.150978450240125,C,0
46,46182.83,-0.8748712382962425,A,0
74,44128.83,0.6844912074563376,A,0
20,32780.46,-0.3007708836846283,B,0
59,59544.19,2.103834734585469,A,0
49,,0.0801934318184874,A,0
60,35013.66,1.5157731979189017,A,0
71,63091.27,1.3341471710738424,A,0
28,64321.11,-0.4610562377840195,A,0
66,59741.68,-0.32605162937495924,A,0
19,54830.61,1.4895120514085114,A,0
46,83904.09,0.007078177486624,B,1
22,31588.92,-0.860679215850809,B,0
33,38585.18,1.2136573526519552,A,0
77,34830.84,2.5848465054587604,A,1
43,63221.88,-0.023499387586778504,A,0
58,54065.15,1.4184124544210006,A,0
77,66409.79,-0.1398549236535486,A,0
76,64336.43,1.3811515428893073,A,0
23,46375.63,-0.21146916317834152,A,0
39,,1.363629613548333,A,1
79,34873.25,0.5778641935301637,B,0
64,82935.11,-0.1468555652024755,A,1
44,64277.35,0.2758710132753643,C,1
22,58662.98,-0.5007154915847517,B,0
58,44685.04,-1.0825896458679949,A,0
28,46799.03,-1.010638872726471,A,0
74,44613.62,-0.00861059730177641,A,1
35,,-1.007309186419288,A,1
45,13722.51,0.4934638529100778,A,0
52,48857.01,0.587250785843145,C,0
48,44042.99,0.528747238860147,A,0
52,,-0.4369447505996409,A,1
67,52922.59,0.11835167154327166,A,0
48,62580.77,0.03755838422650833,A,1
38,49585.26,1.3873540889845897,A,1
44,61736.48,-0.7418610417423701,B,0
67,11368.35,-0.318665534371544,A,0
53,33264.84,-0.16693499608798537,B,0
46,75671.64,-0.0755227993695258,A,0
77,31497.22,-0.6816708967212208,A,0
33,45600.43,-0.5605828502899005,C,0
46,60389.05,1.0851173547315647,A,0
77,36549.21,-0.5692654666141221,B,0
69,60625.62,0.9872300703930166,A,0
53,28366.15,2.1058890058659894,A,1
21,21087.41,1.3492489895471942,B,0
52,29848.22,-1.7379446806508623,B,1
41,24981.99,0.8446711583359807,B,0
78,49522.11,0.5495827162166025,C,0
52,45020.91,0.6156253460406467,C,1
53,54714.16,-1.5560507447270135,A,0
56,34251.58,0.8302190295547509,A,0
43,87931.36,-1.0191207210718047,A,1
33,48355.69,1.3645570475781936,A,0
49,49101.24,1.1414307079153243,B,0
42,56624.9,2.618600948715531,B,0
69,46136.0,-0.3192352875267829,B,0
76,40317.19,-1.4587770599669236,B,0
46,51076.98,1.1142841091386486,A,0
58,63571.66,0.9391269999121149,A,0
30,59776.39,-0.3186103220531857,A,0
54,63921.21,1.4249009329965237,B,0
27,41333.29,0.7527135417725911,C,1
22,38175.47,-1.2252512860760654,A,0
30,79867.51,-0.2889012337639637,A,0
21,46221.65,-0.3836996423895763,B,0
71,56985.41,-0.04746341883039531,B,0
31,60888.83,0.25417684586906436,A,1
74,71127.54,-0.6339845117683953,B,0
26,29551.58,-0.1358189783450904,B,0
59,42618.96,0.6513443098571721,A,0
78,43320.6,-0.01238727010447558,A,1
24,,-0.2092332371431524,A,1
18,13636.47,-0.24376354705091768,A,0
35,48386.06,-0.03948580667080763,A,1
40,6422.4,-1.8551211932589877,A,1
48,54306.4,0.22104096384489225,A,0
21,57902.72,-0.9681957119118773,A,1
22,58811.34,0.1666085634636819,A,0
57,31773.78,-1.4119273436107618,B,1
23,64175.72,0.9827264199908915,C,1
20,36891.39,0.297416832438138,C,0
41,31447.59,-1.2909390262872338,A,0
22,35152.57,0.29772294387630427,A,0
27,37144.43,-0.6992514598853465,B,0
22,52452.64,1.8621320842423088,C,0
48,62240.16,0.5519067344413408,C,0
34,18349.16,-0.7357703893473474,B,0
69,41760.84,0.2864892108746442,A,1
53,63409.57,0.02928066224266751,A,0
38,52942.92,1.260626937802531,A,1
67,57526.6,0.42016031302876483,B,0
30,27429.94,0.5776007494812514,B,0
34,64231.06,-1.0541451321939364,B,1
26,26465.84,0.8575826414698775,B,1
35,52851.07,2.1598602050072206,A,0
43,70418.86,0.7033927544226651,A,0
69,78190.26,0.027037162574165666,A,0
40,57673.05,0.23072504349434422,A,0
64,63214.54,-0.8860153981664777,A,1
70,40905.03,0.2533527115569669,B,0
25,42778.34,-1.0310119928483947,A,0
63,67541.35,0.11177786830047856,A,0
67,50024.1,-0.32031245109559686,A,0
39,48090.29,-0.7628656096061754,A,0
69,28841.63,0.6486691422256308,A,0
67,52258.86,-1.421343706832415,A,0
29,59687.95,0.0282165587458559,A,0
28,38087.46,-1.2564974123803219,B,0
56,42393.8,1.8992776072918123,B,0
43,73706.85,2.0443288287114134,A,0
30,52673.99,0.9158250166688311,B,0
78,45671.1,1.9667402609429763,A,1
33,32945.26,0.6624847265386291,A,0
28,,0.611545273008971,A,1
48,46250.06,-0.3565219173414193,B,0
40,70536.92,-0.8269064839414192,B,0
50,,0.19622208831672103,A,1
38,76915.04,-0.46731811941498086,A,0
